500 250000
267 325 17
463 47 60
120 350 85
2 68 56
297 14 85
73 254 63
19 310 10
351 441 43
31 157 68
239 395 9
283 258 89
121 142 84
253 367 24
57 231 99
121 409 39
3 274 21
60 413 49
76 88 74
188 119 95
188 373 45
316 255 59
132 365 65
126 136 51
492 343 50
407 49 34
344 375 34
0 461 9
106 107 98
410 445 98
455 312 42
444 296 11
357 117 18
1 175 84
470 456 97
354 242 68
217 284 71
183 219 37
48 410 72
215 316 93
234 24 91
307 481 76
419 420 6
499 127 50
156 374 89
487 92 75
428 11 14
29 101 42
71 165 30
160 114 55
174 315 51
1 192 7
31 76 71
268 441 29
120 416 94
38 418 54
4 130 72
52 450 86
397 355 36
495 436 70
14 117 63
273 99 50
405 186 68
212 473 69
199 116 27
6 162 94
410 313 44
402 459 3
183 260 24
35 236 87
113 186 25
87 201 68
94 443 51
125 109 3
419 21 97
407 247 69
13 204 6
202 302 67
69 279 93
41 354 47
130 30 50
145 411 91
334 293 23
330 5 80
314 288 42
195 132 87
293 261 1
330 49 99
350 130 84
474 161 30
363 376 62
332 118 54
51 31 95
111 449 85
215 443 18
43 162 7
246 123 36
129 470 18
126 103 49
263 318 65
391 120 3
345 456 55
497 79 69
121 17 38
289 460 61
257 398 36
311 498 29
92 36 22
172 234 20
487 35 44
354 491 98
37 154 58
137 222 95
206 115 19
258 299 56
343 445 30
270 135 28
491 488 77
174 137 62
260 169 81
254 360 45
134 371 70
191 196 83
467 325 88
310 259 42
360 335 48
12 325 45
276 371 10
35 427 69
20 429 41
479 23 17
369 290 15
301 392 51
342 131 2
435 297 17
219 251 31
40 361 84
98 240 26
122 464 53
333 242 51
232 78 91
40 14 15
478 362 21
461 307 47
194 437 47
96 318 60
64 260 81
134 100 7
2 115 42
251 389 44
428 75 79
317 358 84
395 12 79
483 103 82
25 130 82
97 367 94
142 239 88
105 413 14
408 316 12
294 263 89
60 471 18
172 32 20
217 284 10
329 76 21
242 44 65
432 113 68
311 363 32
122 221 55
472 174 1
177 362 26
305 253 87
435 471 14
273 285 23
63 254 92
54 489 43
301 438 38
430 330 29
179 409 15
125 131 18
453 130 17
227 169 64
72 407 23
229 421 67
322 387 36
147 364 43
223 462 2
444 98 37
349 219 77
1 68 73
172 499 20
300 269 3
354 307 20
354 320 16
160 486 93
172 494 9
250 346 30
246 360 58
341 406 87
481 294 38
187 197 3
331 294 66
345 216 25
284 203 6
345 261 27
317 323 83
174 441 33
80 84 3
289 66 64
366 317 57
6 376 42
289 458 51
372 160 37
332 190 13
420 270 82
355 320 36
497 73 10
145 371 11
491 107 78
450 120 83
116 110 65
291 78 20
367 217 84
51 144 28
460 468 35
474 4 22
230 84 37
400 145 31
285 246 15
72 315 31
352 226 18
141 134 41
312 372 93
303 353 2
76 227 49
335 241 49
131 27 20
77 480 40
375 494 60
207 94 26
368 429 88
72 70 16
154 6 82
303 53 35
358 253 74
214 488 94
352 70 6
13 203 82
319 0 16
322 294 74
110 11 53
233 400 79
385 131 77
201 9 14
17 372 77
249 481 20
60 411 50
126 138 4
31 5 48
292 141 34
477 119 52
409 463 75
449 78 70
436 379 10
418 486 59
163 340 5
163 367 39
433 379 58
454 390 79
491 280 58
1 204 1
91 128 56
496 329 5
250 346 41
27 171 3
189 82 12
183 2 29
433 232 15
157 391 50
40 264 74
108 455 48
348 59 93
30 149 17
102 11 3
433 478 34
134 453 15
30 198 73
122 19 6
106 207 69
248 372 47
134 343 34
133 415 8
274 30 88
408 442 17
452 428 73
73 276 80
144 198 43
138 350 87
405 239 59
399 21 32
449 84 12
219 219 93
332 305 67
429 482 100
355 455 77
318 157 36
124 304 24
253 202 45
231 253 50
180 246 40
342 105 71
451 256 92
415 404 5
76 42 78
188 30 84
80 148 70
239 179 67
359 94 75
486 356 60
363 71 16
302 331 89
90 214 50
200 58 86
239 285 87
85 362 92
362 410 4
254 421 27
365 329 20
80 197 95
390 296 89
384 12 37
45 99 11
293 211 97
324 369 5
381 180 18
436 175 30
55 355 71
314 422 98
130 161 23
203 302 66
404 304 20
179 202 21
403 292 84
98 83 83
10 357 31
38 497 20
327 45 40
105 298 56
115 287 1
476 144 53
18 415 42
35 393 54
200 70 25
238 24 25
257 411 90
78 429 49
406 119 32
138 205 89
69 317 86
330 88 53
213 367 30
306 301 66
457 21 60
323 41 27
197 50 44
231 190 85
478 81 11
164 112 39
182 341 44
448 373 9
149 73 71
17 401 55
307 378 24
307 399 45
344 349 45
329 232 32
228 59 10
294 415 83
225 67 15
119 95 97
482 36 100
396 150 78
260 389 32
2 436 65
464 1 92
338 91 36
380 321 93
474 310 36
195 249 51
185 416 92
251 468 8
430 23 1
226 44 81
473 441 3
383 207 82
497 32 96
121 122 53
355 117 86
305 452 69
389 172 63
249 384 86
234 382 12
280 397 87
290 459 72
454 256 74
216 179 37
457 494 59
13 36 34
256 69 2
248 445 79
123 72 78
395 190 81
135 29 71
383 390 2
390 459 38
89 65 20
482 340 60
24 90 96
118 497 46
458 36 58
158 373 58
386 499 64
303 395 53
453 46 92
409 276 86
301 489 50
135 313 82
274 363 50
214 370 42
13 360 8
272 109 45
24 41 97
144 257 51
418 339 80
344 188 45
197 432 13
96 321 9
197 365 5
23 468 13
212 358 73
212 385 80
53 133 73
424 191 5
161 0 12
494 135 47
366 278 9
195 130 50
147 3 44
461 422 45
286 346 12
427 99 47
335 87 89
495 125 69
318 34 83
289 432 4
381 27 39
52 374 87
277 445 89
485 252 95
447 353 37
43 182 41
117 25 51
421 64 58
24 372 38
27 72 93
318 205 86
220 279 79
347 236 31
46 329 78
14 100 5
64 407 44
321 351 87
258 325 34
331 111 32
45 256 16
452 287 78
48 352 24
401 332 59
211 48 22
228 192 85
299 117 45
98 50 12
407 374 26
449 95 23
445 168 71
80 93 47
241 368 49
328 328 54
373 63 74
376 255 23
8 47 47
436 384 45
369 238 34
125 493 22
99 77 72
265 32 21
270 137 58
333 74 67
413 81 50
127 184 28
119 60 69
289 421 33
470 276 19
193 159 97
371 34 58
251 33 69
26 421 43
125 97 3
332 399 14
223 330 51
62 343 90
200 485 30
6 363 9
431 375 45
493 34 16
128 369 18
340 251 25
65 188 5
331 24 33
185 53 72
70 235 13
112 345 89
257 499 100
321 292 54
191 343 70
48 325 11
99 36 96
140 483 19
397 379 61
210 253 63
471 199 7
207 490 5
488 190 41
275 257 52
224 33 91
354 318 46
480 80 39
249 246 46
306 267 10
389 489 7
143 172 68
229 29 54
308 469 89
264 41 19
447 385 50
169 192 62
133 177 69
459 4 24
137 248 3
357 239 80
60 206 59
193 336 45
296 338 39
468 479 94
108 259 59
58 375 8
317 288 37
196 375 68
19 9 73
99 490 47
476 496 71
123 143 88
222 304 12
473 72 98
7 28 43
198 366 51
446 176 59
387 271 11
323 371 81
214 331 17
394 388 48
494 475 2
156 220 58
6 97 12
294 448 75
375 62 53
282 142 23
291 93 39
349 220 69
263 387 96
63 258 8
215 418 90
134 111 24
134 83 86
487 168 45
32 24 34
129 92 44
106 363 99
116 145 91
341 224 33
89 348 52
385 177 86
102 146 94
399 351 44
237 377 70
330 229 7
67 10 43
218 117 10
100 491 7
100 82 51
77 486 73
24 190 45
162 472 23
152 499 28
352 181 34
55 374 77
115 386 77
457 233 48
331 48 68
319 351 76
367 189 72
488 164 58
266 249 69
339 104 33
15 8 91
190 162 47
83 164 93
220 404 85
271 137 7
354 190 63
435 386 39
128 240 48
7 241 92
87 451 91
41 430 15
234 393 34
185 358 45
286 245 65
1 370 88
190 442 77
11 208 64
194 41 32
85 102 5
89 207 7
90 94 93
409 173 97
70 162 26
483 116 96
214 97 98
227 253 31
182 125 21
344 49 22
123 492 2
134 15 89
43 38 94
422 91 2
130 103 5
416 82 35
112 239 56
344 303 8
470 7 32
214 498 88
299 304 14
125 230 99
267 132 85
455 268 87
491 431 71
391 98 70
133 126 56
229 80 6
236 394 67
343 389 91
45 189 61
272 238 62
173 147 75
347 237 14
173 115 80
87 353 77
166 44 95
263 175 51
269 463 63
212 263 86
479 434 70
286 396 88
211 264 39
289 246 7
230 467 22
480 117 65
423 402 36
345 291 22
477 17 51
272 411 6
92 406 75
29 274 66
347 386 15
243 436 100
328 329 36
236 42 50
442 263 77
384 222 13
426 21 9
422 35 67
229 337 27
225 298 9
496 24 74
378 226 86
212 345 85
68 244 26
131 242 78
399 380 49
77 465 4
54 382 84
403 142 11
364 223 99
454 327 43
253 299 86
484 46 26
116 334 43
453 263 94
416 27 82
74 243 83
192 253 2
148 105 33
172 209 19
75 357 76
253 234 53
216 141 48
391 277 4
66 332 56
298 255 7
220 436 29
196 175 26
420 8 43
79 300 40
114 75 73
10 369 87
147 383 48
432 296 63
418 380 37
258 349 39
190 292 68
165 100 99
374 60 50
89 355 79
321 401 90
387 329 79
231 247 45
201 438 65
417 133 57
252 180 93
495 319 81
366 257 84
88 184 43
297 419 8
456 485 90
16 459 31
407 456 75
448 90 58
236 247 2
104 124 2
246 257 38
309 448 86
298 107 55
135 135 53
495 415 13
130 41 14
82 428 73
401 113 69
370 52 35
59 449 66
198 227 66
371 283 93
452 320 74
8 207 24
394 73 73
124 128 90
345 276 25
454 384 9
373 380 7
253 194 99
256 114 15
321 91 17
245 245 61
240 331 80
311 208 26
228 34 55
480 75 58
56 484 27
174 105 91
471 35 59
318 342 56
94 423 9
298 17 81
378 204 88
388 312 75
229 334 50
406 485 9
411 101 51
406 61 3
320 440 19
373 21 13
150 77 75
285 327 72
325 350 81
145 451 16
18 208 28
264 0 12
302 215 55
153 30 99
320 265 6
374 452 1
339 458 39
134 209 27
43 131 31
389 80 20
423 41 2
233 278 20
450 94 96
473 308 65
208 185 86
18 149 18
386 59 33
347 73 64
187 204 76
480 262 73
456 44 49
438 446 6
158 47 66
490 99 41
28 148 21
469 353 98
499 176 16
420 388 45
5 335 13
308 128 44
382 443 15
74 464 22
101 267 4
24 222 40
383 158 76
227 193 81
257 23 49
12 408 19
322 231 18
335 16 10
277 232 19
71 448 98
485 43 46
41 76 20
266 174 34
496 48 64
224 173 96
239 250 70
444 248 25
426 309 11
316 396 4
299 213 31
111 80 76
328 295 6
210 470 4
94 192 62
71 446 14
24 201 35
367 431 53
296 480 36
301 28 44
17 45 64
257 174 77
215 100 24
346 69 54
71 246 9
236 342 27
213 268 78
457 103 48
361 400 57
135 24 18
306 14 96
48 430 93
393 466 60
302 433 51
71 165 26
32 267 3
91 254 33
252 316 2
343 268 40
175 369 73
268 301 56
32 359 65
39 123 50
248 483 25
114 225 41
89 420 36
307 12 72
282 99 52
366 196 29
80 279 74
351 452 40
300 144 34
493 164 30
13 449 17
300 11 58
56 12 39
156 181 14
249 207 20
266 95 11
365 233 55
327 427 23
144 161 77
276 401 9
4 69 61
149 208 54
122 443 31
315 160 3
328 96 19
139 348 30
389 167 7
123 222 73
197 346 22
439 205 32
332 29 91
188 454 3
306 458 14
211 157 78
155 200 59
173 317 35
118 0 45
327 65 6
449 345 87
151 322 85
433 86 24
40 111 1
348 370 10
376 76 68
181 174 32
360 445 8
97 457 73
322 146 54
296 280 71
471 334 86
302 239 82
281 401 77
357 370 43
139 104 96
463 301 20
466 163 42
215 90 31
488 372 98
285 2 79
470 313 43
131 123 97
162 409 67
31 142 65
498 459 61
317 413 100
241 142 89
32 423 48
295 252 51
458 23 35
40 107 95
458 321 59
439 149 13
221 171 64
42 139 89
73 69 84
4 331 85
47 394 23
414 308 10
80 400 60
422 25 98
355 101 3
417 398 56
341 222 30
480 267 40
223 464 55
458 422 5
492 378 43
130 97 15
448 109 54
114 43 69
377 19 10
238 328 55
268 317 64
54 217 17
247 418 72
189 323 96
218 416 65
163 310 6
188 200 43
338 240 80
109 394 76
72 79 43
289 303 36
499 473 23
62 115 34
83 416 54
420 481 72
244 333 99
359 352 62
54 474 42
223 352 14
224 144 36
304 424 64
297 196 27
381 456 35
442 179 54
477 407 33
378 384 1
483 355 99
361 278 51
407 257 5
61 60 55
429 493 17
340 408 81
430 238 57
26 490 49
368 453 68
306 292 85
35 330 21
348 327 70
68 251 48
210 278 18
358 388 26
280 391 48
427 87 40
7 494 8
375 469 25
435 317 76
136 430 84
407 118 16
21 84 75
21 493 62
90 285 39
398 307 6
497 336 62
179 39 58
270 67 8
362 200 19
400 399 69
420 292 14
468 449 98
282 54 65
265 245 44
260 305 1
198 201 87
316 380 40
103 228 78
187 287 40
147 387 49
308 436 8
222 31 39
485 26 23
322 161 4
346 253 85
230 409 64
179 134 67
474 485 43
460 448 42
100 90 74
217 248 92
347 277 7
66 281 29
165 266 84
86 215 42
308 150 51
107 378 28
181 182 100
435 153 45
336 435 13
197 187 71
24 184 51
272 10 34
12 82 90
417 65 74
345 173 10
225 36 77
410 57 100
469 29 50
396 414 73
40 229 97
167 243 82
203 477 19
475 121 40
82 455 75
487 69 18
363 275 56
421 110 1
293 77 39
406 172 35
204 246 81
401 162 88
259 347 48
204 173 54
84 43 78
98 290 95
378 219 83
126 169 25
295 245 69
441 226 2
36 264 41
132 475 83
159 195 49
137 46 72
32 252 50
126 103 24
6 443 41
279 383 87
83 238 5
15 444 69
320 267 82
145 296 81
181 395 73
153 175 97
27 165 28
140 250 27
64 421 37
331 455 30
477 264 57
406 65 99
59 98 41
10 394 42
437 498 43
327 68 100
203 375 74
63 159 67
479 451 8
477 329 34
48 457 9
395 276 90
146 72 89
199 39 1
292 434 32
272 231 17
380 396 18
139 210 2
362 264 21
411 56 20
133 447 75
3 313 8
225 171 68
187 431 5
196 441 83
313 94 53
407 349 40
221 25 92
328 274 63
355 2 1
281 190 29
91 100 37
143 125 2
119 220 49
316 379 5
395 177 50
6 327 67
381 489 22
243 448 29
396 90 13
469 161 81
26 118 68
308 326 20
220 369 74
172 495 37
153 270 13
325 111 44
437 452 15
71 180 15
481 18 74
26 125 20
131 145 97
399 99 47
458 232 57
448 138 30
275 289 16
475 399 47
106 12 59
205 407 5
250 467 36
14 182 71
231 299 6
154 352 67
157 8 85
150 194 52
202 217 43
153 291 54
20 295 36
87 317 38
200 305 20
209 189 53
171 258 56
266 359 21
241 321 52
275 145 67
420 298 81
294 366 80
491 115 13
365 273 31
356 33 93
353 128 50
236 260 72
450 95 83
33 346 33
494 114 73
71 27 49
464 97 71
188 203 14
402 42 16
186 339 46
475 417 1
348 251 100
78 368 60
329 478 5
114 444 83
78 486 37
486 302 12
132 206 29
429 135 74
190 218 51
464 216 58
470 411 77
346 123 98
228 416 28
387 46 90
50 410 88
201 366 35
344 480 83
230 385 94
315 485 50
350 118 71
95 410 80
205 19 48
452 347 61
353 315 9
178 267 74
472 229 6
334 15 65
350 478 15
364 80 24
352 222 59
34 297 85
170 248 92
417 366 26
238 63 99
456 282 2
107 18 42
67 246 6
418 353 88
9 234 6
377 78 42
329 187 98
69 468 15
237 28 99
478 114 29
215 271 74
256 445 7
436 329 27
176 41 95
127 107 99
294 316 40
267 361 11
53 127 19
303 280 91
52 10 33
44 471 39
448 260 96
177 8 77
268 250 33
388 164 4
104 222 19
213 496 41
171 334 61
373 180 94
254 175 21
210 236 72
444 313 71
12 305 26
76 29 11
78 13 54
35 164 1
176 209 40
43 200 85
216 91 76
91 82 4
428 215 2
117 118 76
484 128 97
185 182 76
244 470 1
190 223 73
226 303 26
197 464 38
198 211 29
294 168 67
349 10 87
26 96 41
422 320 84
489 166 89
498 268 1
418 54 62
28 277 3
167 397 21
405 448 73
280 18 60
497 7 20
214 127 89
173 397 15
255 269 4
181 332 21
452 90 37
233 298 68
109 315 51
218 416 70
242 73 97
247 12 66
137 304 57
120 142 67
115 39 81
323 90 38
201 369 64
74 194 17
471 363 74
101 292 60
351 27 18
137 186 39
429 297 96
295 65 70
158 279 44
144 419 14
260 322 91
255 253 72
86 161 38
482 355 13
343 138 43
454 31 21
274 235 1
232 486 7
114 402 36
46 33 99
231 271 83
240 275 46
245 445 70
474 389 40
419 25 85
4 129 16
191 58 2
415 163 84
374 79 10
432 298 22
108 304 87
168 169 39
289 455 61
117 47 93
70 258 37
283 178 77
388 198 11
327 127 82
194 333 36
95 156 46
86 403 2
315 434 86
300 10 84
389 321 72
25 143 57
258 6 47
159 362 88
239 190 12
255 5 15
235 1 91
198 414 33
296 44 63
149 254 84
323 265 85
125 142 65
459 155 46
290 78 25
235 142 26
36 246 66
15 115 18
208 275 37
344 230 6
392 286 58
151 50 94
88 163 5
143 179 76
67 322 36
392 105 88
117 213 70
332 361 93
117 461 5
171 428 34
107 265 7
215 351 73
129 28 96
71 85 22
253 40 57
297 274 88
305 333 60
19 428 18
124 227 32
18 493 43
111 275 21
144 9 13
479 388 9
369 207 3
209 357 23
90 151 99
345 476 94
350 498 12
41 193 75
408 102 87
42 488 63
72 300 12
406 257 74
460 72 99
451 174 41
306 117 58
443 489 16
221 196 78
364 385 5
180 442 45
26 162 86
145 108 47
148 448 30
163 109 17
496 204 53
242 218 58
320 477 13
66 150 13
56 431 79
252 405 63
116 462 71
429 124 81
205 403 56
185 38 11
439 36 89
491 205 84
486 189 38
433 158 66
386 244 39
139 469 34
249 263 73
322 23 44
341 175 10
437 29 39
300 21 72
204 148 20
310 464 89
75 129 7
365 118 80
82 137 95
35 180 3
163 343 89
384 277 43
319 44 63
107 353 45
12 72 76
344 136 1
197 34 47
169 156 2
201 74 86
259 220 58
277 238 32
377 493 36
55 380 4
91 168 53
72 9 26
152 154 25
115 410 47
102 111 84
306 315 19
259 369 34
260 263 16
360 169 70
208 205 81
255 42 57
346 61 99
284 433 34
177 361 19
400 404 57
110 248 15
273 122 93
130 158 83
17 192 37
290 139 30
317 137 24
459 209 60
337 168 54
335 352 77
437 350 32
286 198 95
164 298 26
35 472 42
219 47 23
478 70 64
192 445 74
153 60 40
265 417 33
349 20 81
346 126 11
428 27 45
226 203 67
187 130 87
20 172 5
299 304 78
35 214 64
179 134 98
218 122 33
143 107 78
184 7 14
396 203 3
242 78 93
274 76 46
252 123 7
82 77 22
154 299 26
428 392 64
15 292 97
12 234 13
101 164 2
237 110 19
296 405 28
449 406 88
201 251 9
427 237 33
101 409 4
350 334 31
208 441 95
463 296 41
67 226 27
470 53 78
441 308 38
474 87 57
342 485 49
67 200 37
146 376 33
116 245 25
5 382 99
402 392 50
136 383 89
236 375 77
238 309 58
162 291 20
144 43 97
309 115 52
346 163 94
165 200 99
310 482 51
158 231 34
392 439 31
345 120 39
196 9 30
413 412 56
177 218 95
199 133 87
68 64 33
281 448 28
63 106 76
451 93 29
446 206 93
437 228 79
286 392 77
206 1 19
133 420 79
93 307 52
301 129 65
25 336 73
161 423 47
117 124 7
374 426 37
394 409 91
111 186 37
370 11 47
171 76 28
405 456 79
90 99 25
205 368 53
49 198 5
167 412 51
349 106 95
74 272 20
150 14 44
356 326 41
18 481 24
130 480 39
270 156 25
475 13 4
378 155 81
217 39 31
66 438 3
492 356 95
38 467 89
206 293 78
46 46 89
51 172 45
222 462 57
238 383 37
257 174 84
263 167 100
133 497 77
384 131 65
411 465 48
342 211 71
254 129 70
416 277 21
127 231 44
218 79 35
207 81 41
171 22 17
452 198 72
370 241 14
24 130 34
430 238 91
362 377 26
312 72 87
50 169 1
195 469 59
209 435 11
382 477 70
261 62 30
168 187 25
482 452 37
485 5 8
3 209 31
40 317 62
446 460 99
489 350 72
437 310 53
340 275 93
73 69 72
400 440 8
381 239 16
138 473 63
196 419 68
438 447 23
234 378 12
346 218 10
426 268 4
406 203 28
83 146 16
390 396 64
12 85 9
367 103 72
405 365 37
394 137 11
56 3 52
457 43 61
169 147 97
421 215 22
326 383 13
56 436 50
399 95 34
93 12 2
391 198 35
310 387 8
390 152 95
145 434 92
98 271 28
213 435 7
241 244 30
92 114 95
392 474 62
124 208 87
258 36 72
19 258 61
351 156 54
152 417 38
13 447 33
5 77 80
336 89 9
475 76 83
52 369 32
408 411 78
175 406 38
429 326 52
282 329 95
440 263 7
364 434 70
295 482 48
499 443 28
152 498 27
364 172 39
284 268 40
127 92 49
64 1 55
57 154 3
351 399 92
359 247 13
481 354 42
491 1 96
427 79 4
137 248 4
352 249 8
356 332 19
367 193 37
379 369 40
395 318 96
171 85 18
246 53 50
21 470 8
484 67 59
257 67 72
247 123 86
264 451 15
31 104 67
416 370 15
354 110 60
62 432 93
162 266 56
182 116 5
245 46 3
63 284 9
51 414 54
411 195 40
478 331 60
301 299 22
117 91 68
236 337 87
352 263 83
293 50 93
442 203 5
152 44 91
278 458 41
183 446 40
302 79 68
7 393 94
272 62 68
337 138 14
33 97 26
305 441 76
296 135 57
12 237 74
207 156 16
476 485 76
456 212 63
347 87 98
192 348 4
496 455 2
14 246 78
121 420 94
207 151 89
446 118 7
277 214 46
102 399 14
399 196 14
376 131 57
308 111 38
409 206 65
473 262 92
255 322 34
377 147 33
489 18 23
55 213 57
273 404 32
467 355 51
67 479 81
110 65 1
498 183 91
45 16 10
68 22 21
447 152 12
15 484 75
491 230 80
68 406 49
470 332 18
43 477 68
68 389 26
151 482 50
31 393 19
478 287 9
322 148 30
327 348 98
395 81 83
400 67 82
114 86 2
479 155 14
297 98 93
478 197 74
143 74 33
384 283 58
431 401 24
484 183 68
214 130 35
55 159 54
315 438 54
431 487 96
425 456 14
99 85 64
382 379 26
61 303 30
441 486 94
384 493 80
175 194 91
448 391 92
354 132 83
172 295 92
338 442 22
245 289 63
397 100 13
66 287 9
140 305 45
307 381 96
361 170 86
193 139 62
355 33 45
147 129 76
400 387 94
144 257 20
134 370 54
194 288 82
205 209 54
364 360 54
228 241 95
309 122 93
159 364 79
442 220 24
63 115 1
413 51 38
80 263 9
92 481 12
448 284 25
348 173 11
288 157 45
272 8 1
109 43 25
145 145 47
326 128 81
388 386 12
254 66 16
21 82 58
333 57 82
88 239 44
382 303 94
410 358 9
96 394 28
405 23 1
482 335 96
345 2 63
423 76 10
459 301 61
161 27 41
159 452 18
78 428 57
107 367 9
10 133 86
232 4 13
208 330 19
191 437 16
58 261 44
180 471 67
194 26 85
239 371 58
475 197 70
39 320 67
2 135 14
472 147 10
427 87 36
89 478 91
175 45 36
65 114 44
286 170 35
280 20 42
106 255 24
311 201 63
410 87 79
43 177 42
407 70 26
453 59 92
88 311 99
64 495 54
311 206 58
400 217 10
481 393 6
81 257 77
365 203 94
492 90 62
443 235 100
391 265 96
277 287 71
454 60 9
122 151 40
303 296 27
220 343 14
467 232 56
143 346 15
394 162 28
371 355 49
338 25 40
411 2 74
413 422 73
376 152 50
373 214 53
459 116 51
387 483 80
238 166 16
353 370 14
72 334 46
275 78 67
37 99 14
164 11 26
58 368 83
21 287 73
160 272 83
53 340 93
329 228 5
409 395 76
423 421 61
343 344 93
114 248 50
467 404 67
330 471 37
378 394 44
9 489 42
279 273 78
9 223 40
356 414 77
229 295 73
257 153 80
207 214 62
248 323 75
367 220 89
184 390 8
65 274 76
102 72 14
364 336 86
108 334 10
160 19 69
262 294 8
460 466 77
117 177 82
166 489 12
338 163 40
134 78 11
345 8 29
282 386 48
115 184 39
398 101 42
98 219 87
83 400 53
420 433 35
480 339 3
16 139 21
332 431 51
328 261 97
316 67 64
263 122 23
150 470 59
382 358 70
204 455 38
484 122 78
338 67 1
107 176 51
348 454 39
494 181 93
255 353 30
114 355 67
101 288 49
348 347 34
271 49 11
319 384 55
497 361 54
166 23 97
375 436 86
499 71 60
499 167 48
430 204 12
69 369 57
193 429 92
380 346 29
361 272 10
454 247 11
96 464 3
464 326 56
234 76 78
161 311 52
260 341 84
359 445 68
439 171 59
446 372 22
221 49 33
100 354 30
158 44 46
45 35 43
22 73 100
